TopicID	LinearMathAMR
B.329	multi-sentence you string-entity imply-01 string-entity in 𝑝 𝑈 in 𝑝 𝐴 imperative and consider-01 you subset compact-01 string-entity 𝐴 space regular-03 imperative let-01 set open-07 string-entity cause-01 string-entity subset 𝐴 𝑈 𝑈 imperative prove-01 set open-07 string-entity cause-01 string-entity and subset 𝑈 subset ¯ 𝑉 subset 𝐴 𝑉 𝑉 imperative
B.330	"multi-sentence determine-01 string-entity 𝑛 order ordinal-entity 3 answer-01 string-entity eq times D-lsqb;&rsqb; plus times SUP minus 𝑥 𝑎 minus 𝑛 1 minus 𝑛 1 𝑎 𝑥 Δ and add-02 we column other all column ordinal-entity 1 get-01 factor multiply-01 answer-01 leave-13 determine-01 string-entity ""eqx392eqx"" follow-04 possible-01 calculate-01 thing determine-01 this obtain-01 answer-01 amr-unknown"
B.331	find-01 root string-entity eq SUP 9 𝑥 plus SUP 6 𝑥 SUP 4 𝑥 hand
B.332	"multi-sentence show-01 you that imperative prove-01 i or cause-01 define-01 string-entity times 𝑛 𝐿 factor variable name ""n"" prime least composite string-entity 𝑛 prime composite cause-01 theorem fundamental express-01 integer have-degree-91 big more numerical-quantity 1 any mean-01 let-01 you have-degree-91 string-entity 𝑝 small most product-of string-entity form-seq eq times SUP SUB 𝑝 𝑚 SUB 𝛼 𝑚 … SUP SUB 𝑝 2 SUB 𝛼 2 SUP SUB 𝑝 1 SUB 𝛼 1 𝑛 form-seq lt times 𝑖 𝑗 form-seq lt times SUB 𝑝 𝑖 times 𝑖 SUB 𝑝 𝑗 and in SUP ℤ geq 0 in 𝑗 times SUB 𝛼 𝑖 SUP ℤ plus string-entity 𝑝 imperative product-of prime numerical-quantity 2 second string-entity 𝑛"
B.333	multi-sentence become-01 string-entity interval$O-O$$ 𝑋 𝑌 string-entity string-entity eq plus SUP 𝑌 2 SUP 𝑋 2 SUP 𝑅 2 interval$O-O$$ 𝑅 Φ coordinate pole prove-01 you and have-03 string-entity Φ density give-01 string-entity divide root minus 1 SUP 𝑝 2 2 times minus 1 times cos 𝜑 sin 𝜑 𝑝 2 𝜋 2 distribute-01 string-entity eq 0 𝑝 uniform imperative clear-06 everything this understand-01 i thing conclude-01 and string-entity fragments p fragments { xy eq gt divide 1 2 0 plus } SUP 𝜋 minus 1 arcsin fragments $ p $$ string-entity fragments p fragments { xy eq lt SUP 𝜋 minus 1 0 arccos } fragments $ p $$ -
B.334	prove-01 logarithm string-entity eq 𝑏 SUP 𝑎 times 𝑏 SUB 𝑔 𝑎 𝑜 𝑙
B.335	multi-sentence contrast-01 clear-06 that i - have-manner-91 show-01 converge-01 have-degree-91 intuitive more and show-01 equal-01 string-entity eq 0 limit SUB limit → 𝑁 infinity times norm minus SUB SUP SUB sum eq 0 𝑘 𝑁 divide SUP 𝐴 𝑘 factorial 𝑘 𝑋 use-01 norm clear-06 converge-01 element all string-entity minus divide SUP 𝐴 𝑘 factorial 𝑘 𝑋 zero intuitive some matrix i hint-01 any
B.336	multi-sentence get-02 i task follow-04 specify-01 matrix cause-01 true-01 matrix string-entity neq times 𝐴 𝐵 times 𝐵 𝐴 string-entity in L-2 𝐴 𝐵 SUP ℝ times 𝑛 𝑛 each 1 possible-01 or help-01 someone this i + give-01 approach-02 + amr-unknown determine-01 matrix cause-01 commute-02 matrix string-entity in 𝐵 SUP ℝ times 2 2 all string-entity assign 𝑀 conditional-set in 𝐴 SUP ℝ times 2 2 form-seq eq times 𝐴 𝐵 times 𝐵 𝐴 in forall 𝐵 SUP ℝ times 2 2 2
B.337	multi-sentence solve-01 string-entity and eq times 𝛾 plus SUP 𝜆 2 SUP 𝜆 ′ eq plus times SUP 𝛾 ′ 𝜆 times 𝛾 SUP 𝜆 ′ SUP 𝛾 ′′ then equal-01 string-entity times 𝑡 𝜆 string-entity string-entity 𝑡 all eq times 𝑡 𝛾 𝑡 𝜆 times 𝑡 SUP 𝛾 ′ then possible-01 assume-02 we and apply-02 translate-01 string-entity 𝛾 speed curve string-entity 𝛾 unit pass-03 line tangent origin
B.338	find-01 you thing solve-01 equation string-entity eq divide plus times 𝑥 𝑏 𝑎 minus 𝑏 𝑥 𝑦 integer all imperative
B.339	"multi-sentence contrast-01 need-01 i positive they only moment value-01 have-03 result-01 have-degree-91 general-02 most possible-01 have-03 we cause-01 exist-01 string-entity cause-01 equal-01 string-entity equal-01 cause-01 lemma person name ""bézout"" string-entity 𝑐 eq 1 plus times 𝑠 𝑏 times 𝑟 𝑎 in L-2 𝑟 𝑠 ℤ prime relative-05 string-entity L-2 𝑎 𝑏 edit-01 attempt-01 update-01"
B.340	"multi-sentence have-03 i problem follow-04 show-01 you sequence string-entity lt abs minus SUB 𝑥 plus 1 𝑛 SUB 𝑥 𝑛 divide 1 SUP 3 𝑛 name ""cauchy"" imperative"
B.341	multi-sentence possible-01 define-01 we sequence include-91 string-entity in L-2 𝑎 𝑏 SUP 𝑍 plus arithmetic cause-01 string-entity include-91 string-entity eq plus ⋅ 𝑖 𝑏 𝑎 SUB 𝑐 𝑖 eq 1 gcd 𝑎 𝑏 cause-01 sequence include-91 string-entity S-4 𝑎 plus 𝑏 𝑎 plus times 𝑏 2 𝑎 ⋯ contain-01 sequence such all prime amr-unknown
B.342	multi-sentence or equal-01 string-entity eq 40 ⋅ 10 4 equal-01 string-entity eq times SUP minus 1 SUP 𝑒 3 divide minus 𝑥 10 SUP 𝑒 divide minus 𝑥 10 divide 2 5 times SUB 𝑥 4 𝑓 amr-unknown and calculate-01 density statistics order ordinal-entity 4 equal-01 string-entity and eq divide 125 6 eq SUB SUP SUB int 0 infinity times d 𝑥 SUP minus 1 SUP 𝑒 3 divide minus 𝑥 10 SUP 𝑒 divide minus 𝑥 10 divide times 𝑥 2 5 times SUB 𝑋 4 𝐸 then amr-unknown equal-01 or equal-01 string-entity 40 multiple temporal-quantity 1 minute equal-01 string-entity divide 125 6 multiple temporal-quantity 1 minute
B.343	multi-sentence equal-01 string-entity eq L-7 interval$O-O$$ 1 6 interval$O-O$$ 2 5 interval$O-O$$ 3 4 interval$O-O$$ 4 3 interval$O-O$$ 3 4 interval$O-O$$ 5 2 interval$O-O$$ 6 1 𝐸 string-entity abs times 𝑒 𝑐 𝑎 𝑝 𝑆 𝑒 𝑙 𝑝 𝑚 𝑎 𝑆 cause-01 equal-01 string-entity 36 string-entity eq divide 1 6 times 𝐸 𝑃 doubt-01 i here cause-01 amr-unknown obligate-01 we consider-02 pair order-01 cause-01 give-01 dice 2 identical-01
B.344	multi-sentence emphasize-01 there any consider-01 you thing exemplify-01 follow-04 and let-01 string-entity eq S-5 𝑎 𝑏 𝑐 𝑑 𝑒 𝑋 let-01 string-entity eq S-1 S-1 𝑎 𝒜 imperative collect-01 this subset string-entity 𝑋 clear-06
B.345	multi-sentence contrast-01 stack-01 i problem geometry elementary and give-01 equation and line space name equivalent cases eq 1 𝑥 eq 1 𝑦 eq minus 𝜆 2 𝑧 𝑟 straigh 2 line space name equivalent cases eq 𝜇 𝑥 eq minus 𝜇 1 𝑦 eq minus 1 𝑧 𝑠 553 i ask-02 calculate-01 some ask-01 position-01 they relative-05 ordinal-entity 1
B.346	multi-sentence have-03 i string-entity conditional-set in 𝑟 ℚ form-seq gt SUP 𝑟 2 2 gt 𝑟 0 wonder-01 i thing cause-01 have-03 string-entity in 0 ℚ thing have-degree-91 low-04 most bind-01 - bind-01 string-entity have-degree-91 low-04 most number rational-02 amr-unknown
B.347	"multi-sentence prove-01 equal-01 product string-entity eq 1 interval$O-O$$ plus 𝑏 𝑎 minus 𝑎 𝑏 name ""gcd"" or string-entity eq 1 interval$O-O$$ 𝑎 𝑏 string-entity 2 equal-01 product string-entity eq 𝑑 interval$O-O$$ plus 𝑏 𝑎 minus 𝑎 𝑏 name ""gcd"" cause-01 coprime string-entity L-2 𝑎 𝑏 equal-01 string-entity interval$O-O$$ 𝑎 𝑏 and string-entity interval$O-O$$ times 𝑎 2 times 𝑏 2 et-cetera question-01 i cause-01 amr-unknown obligate-01 we and add-02 equation above subtract-01"
B.348	"hold-03 condition resemble-01 matrix follow-01 block-01 string-entity ""eqx579eqx"" amr-unknown"
B.349	"multi-sentence equate-01 thing name eq times SUP divide 𝑥 𝑒 𝑥 root times 𝑥 𝜋 2 2 factorial 𝑥 thing name ""stirling's"" ""approximation"" give-01 write-01 function-01 variable name ""y"" thing name eq times SUP divide 𝑥 𝑒 𝑥 root times 𝑥 𝜋 2 2 𝑦 we find-01 thing inverse-01 function-01 this effective-04 amr-unknown way solve-01 equation variable name ""x"""
B.350	multi-sentence and want-01 i prove-01 divide-02 and 2 3 string-entity in L-2 minus SUP 𝑥 3 𝑥 𝑥 ℕ stick-01 step-01 induct-02 step-01 basic assume-02 we true-01 string-entity times 𝑘 𝑃 cause-01 equal-01 and string-entity eq 0 divide minus SUP 0 3 0 2 string-entity eq 0 divide minus SUP 0 3 0 3 thing induct-02 hypothesize-01 let-01 you propose-01 divide-02 string-entity minus SUP 𝑥 3 𝑥 string-entity in 𝑥 ℕ all imperative
B.351	"multi-sentence let-01 sequence-01 string-entity SUB 𝐴 𝑛 string-entity 𝒜 define-01 you cause-01 hold-02 string-entity fragments a assign fragments { x in x and string-entity times SUB 𝐴 𝑛 ∈ 𝑥 string-entity } except-01 string-entity and geq int SUB int 𝑋 limit SUB limit → 𝑛 infinity infimum times 𝜇 𝑑 SUB 𝜒 SUB 𝐴 𝑛 eq limit SUB limit → 𝑛 infinity infimum int SUB int 𝑋 SUB 𝜒 SUB 𝐴 𝑛 limit SUB limit → 𝑛 infinity infimum times SUB 𝐴 𝑛 𝜇 all imperative show-01 i string-entity mean-01 and consider-02 string-entity in 𝑥 𝐴 eventual consider-02 cause-01 string-entity and eq times 𝑥 SUB 𝜒 𝐴 eq 1 eq limit SUB limit → 𝑛 infinity 1 limit SUB limit → 𝑛 infinity infimum times 𝑥 SUB 𝜒 SUB 𝐴 𝑛 string-entity eq times forall 𝑛 1 times 𝑥 SUB 𝜒 SUB 𝐴 𝑛 cause-01 lemma string-entity eq times forall 𝑛 0 infimum SUB infimum geq 𝑚 𝑛 times 𝑥 SUB 𝜒 SUB 𝐴 𝑛 person name ""fatou"" attempt-01 geq limit SUB limit → 𝑛 infinity infimum times SUB 𝐴 𝑛 𝜇 times 𝐴 𝜇 now"
B.352	multi-sentence try-01 i find-01 function such fail-01 contrast-01 find-01 function continue-01 positive string-entity SUB SUP SUB int 0 infinity times d 𝑥 𝑥 𝑓 area finite exist-01 limit-01 string-entity resemble-01 string-entity 𝑥 times 𝑥 𝑓 go-01 infinity -
B.353	"multi-sentence understand-01 i relate-01 variable depend-01 - random 2 define-01 - cause-01 equal-01 variance cause-01 variable depend-01 - and variable name ""x629eqx"" variable name ""y"" random 2 and equal-01 string-entity eq minus times times 𝑦 𝑥 𝐸 times 𝑦 𝐸 𝑥 𝐸 times interval$O-O$$ 𝑥 𝑦 𝑣 𝑜 𝐶 equal-01 string-entity eq times times 𝑦 𝑥 𝐸 times times times 𝑦 𝐸 𝑥 𝐸 contrast-01 have-trouble-04 understand-01 have-condition-91 possible-01 mean-01 relate-01 variable random 2 - -"
B.354	prove-01 you have-condition-91 equal-01 c times SUB 𝑝 2 SUB 𝑝 1 𝑎 equal-01 and string-entity c SUB 𝑝 1 𝑎 string-entity c SUB 𝑝 2 𝑎 imperative
B.355	string-entity eq plus 𝑦 times 𝑥 𝑓 𝑥 times plus times 𝑦 𝑓 times SUP 𝑥 2 𝑓 𝑓
B.356	possible-01 evaluate-01 i string-entity include-91 string-entity natural-03 𝑘 SUB SUP SUB sum eq 0 𝑛 infinity divide SUP 𝑥 times 𝑛 𝑘 factorial times 𝑛 𝑘 amr-unknown
B.357	multi-sentence take-01 you series number give-01 2 string-entity V-3 2 4 … imperative function fit-06 possible-01 series this differ-02 and all string-entity eq times 𝑛 2 times 𝑛 𝑓 string-entity eq plus 2 minus SUP 𝑛 2 𝑛 times 𝑛 𝑓 string-entity eq SUP 2 𝑛 times 𝑛 𝑓 after number ordinal-entity 1 believe-01 i have-quant-91 polynomial fit-06 describe-01 this more sure-02 -
B.358	multi-sentence think-01 i derive-01 formula equal-01 equal-01 string-entity int times d 𝑠 𝑦 𝜋 2 equal-01 string-entity eq root plus SUP divide times 𝑦 𝑑 times 𝑥 𝑑 2 1 2 times 𝑠 𝑑 area revolution-03 before read-01 try-01 i apply-02 logic use-01 calculate-01 volume revolution-03 same-01 equal-01 string-entity int times d 𝑥 SUP 𝑦 2 𝜋
B.359	multi-sentence make-01 thing name eq divide 𝑥 2 tan 𝜃 problem and answer-01 term-01 sine end-01 define-01 thing name times 𝜃 𝑛 𝑖 𝑠 thing name eq divide 𝑥 root plus SUP 𝑥 2 4 2 sin 𝜃 back exemplify-01 this stuff understand-01 i struggle-02 some integrate-01 typical-02 cause-01 amr-unknown take-01 thing value-01 root square absolute - ever 1
B.360	transform-01 function equal-01 divide 1 abs 𝑥 fourier
B.361	multi-sentence let-01 you and integrate-01 string-entity $##$ 𝑓 → interval$C-C$$ 𝑎 𝑏 ℝ possible-01 equal-01 string-entity eq SUB SUP SUB int 𝑎 𝑥 times d 𝑡 𝑡 𝑓 times 𝑥 𝐹 possible-01 string-entity 𝐹 imperative possible-01 differ-02 function this amr-unknown - always
B.362	"post-scriptum possible-01 compare-01 string-entity ""x697eqx"" string-entity ""y"" amr-unknown"
B.363	"prove-01 string-entity negative-03 - → SUB 𝑋 𝑛 0 variable name ""mars"" string-entity fragments p fragments &lsqb; SUP 𝑋 times eq geq 1 x and | SUB 𝑋 0 SUB ℱ 0 divide &rsqb; x amr-unknown"
B.364	define-01 you string-entity infimum conditional-set times interval$O-O$$ 𝑥 𝑎 𝑑 in 𝑎 𝐴 imperative and point string-entity 𝑥 include-91 string-entity 𝐴 empty-02 - space metric subset prove-01 have-condition-91 equal-01 string-entity leq times interval$O-O$$ 𝑥 𝐴 𝑑 plus times interval$O-O$$ 𝑦 𝐴 𝑑 times interval$O-O$$ 𝑥 𝑦 𝑑 equal-01 string-entity 𝑦 point another string-entity 𝑋 imperative
B.365	multi-sentence question-01 i or basic prove-01 state-01 follow-04 refute-01 exist-01 inject-01 string-entity 𝛼 string-entity SUP 𝛼 plus give-01 ordinal-entity 𝛼 infinite amr-unknown
B.366	multi-sentence show-01 you have-condition-91 have-03 space equal-01 string-entity 𝑋 norm-02 subset depend-01 possible-01 - linearly have-03 we subset string-entity 1 imperative attempt-01 i let-01 space name 𝑋 equal-01 subset string-entity fragments s eq fragments { SUB 𝑒 1 &comma; SUB 𝑒 2 &comma; SUB 𝑒 3 &comma; … . &comma; SUB 𝑒 𝑛 } define-01 string-entity in SUB 𝑒 𝑖 𝑋 string-entity and leq 𝑛 leq 1 𝑗 string-entity possible-01 proceed-01 further - after that
B.367	prove-01 you equal-01 737 imperative
B.368	multi-sentence state-01 equal-01 string-entity eq plus times divide 1 𝑥 𝒪 sum SUB sum leq 𝑛 𝑥 divide 1 SUP 𝑛 2 sum SUB sum geq 𝑛 1 divide 1 SUP 𝑛 2 string-entity → 𝑥 infinity answer-01 this amr-unknown do-02 i think-01 trivial answer-01 almost cause-01 possible-01 set-02 we string-entity cause-01 equal-01 string-entity and eq divide 𝐶 𝑥 eq divide SUP 𝜋 2 6 leq SUB SUP SUB sum eq 𝑥 𝑛 infinity divide 1 SUP 𝑛 2 SUB SUP SUB sum eq 1 𝑛 infinity divide 1 SUP 𝑛 2 cause-01 equal-01 string-entity and eq plus times divide 1 𝑥 𝒪 sum SUB sum leq 𝑛 𝑥 divide 1 SUP 𝑛 2 leq plus divide 𝐶 𝑥 sum SUB sum leq 𝑛 𝑥 divide 1 SUP 𝑛 2 eq plus SUB SUP SUB sum eq 𝑥 𝑛 infinity divide 1 SUP 𝑛 2 sum SUB sum leq 𝑛 𝑥 divide 1 SUP 𝑛 2 sum SUB sum geq 𝑛 1 divide 1 SUP 𝑛 2 eq divide times 𝑥 SUP 𝜋 2 6 𝐶 amr-unknown fix-03 string-entity 𝑥
B.369	"multi-sentence calculate-01 equal-01 string-entity eq SUB SUP SUB int minus 𝜋 𝜋 times divide sin times 𝑥 𝑛 times d 𝑥 sin 𝑥 plus SUP 2 𝑛 1 SUB 𝐽 𝑛 integral amr-unknown contrast-01 try-01 i integrate-01 part succeed-01 find-01 relate-01 repeat-01 - contrast-01 try-01 formula name ""moivre"" equal-01 string-entity plus times SUB 𝐽 𝑛 𝑖 SUB 𝐼 𝑛 equal-01 string-entity eq SUB SUP SUB int minus 𝜋 𝜋 times divide cos times 𝑥 𝑛 times d 𝑥 sin 𝑥 plus SUP 2 𝑛 1 SUB 𝐼 𝑛 succeed-01 also -"
B.370	multi-sentence define-01 we integral lebesgue and function-01 string-entity measure-01 string-entity SUB 𝐴 𝑗 possible-01 eq SUB SUP SUB sum eq 1 𝑗 𝑛 times 𝑥 SUB 𝜒 SUB 𝐴 𝑗 SUB 𝑐 𝑗 times 𝑥 𝑠 function-01 string-entity interval string-entity fragments fragments $ &comma; a fragments $ a &comma; &comma; b fragments &lsqb; a &comma; b $$ &comma; fragments &lsqb; a &comma; b &rsqb; $$ &rsqb; &comma; b $$ type any geq 𝑓 0 then define-01 we contrast-01 wonder-01 i possible-01 go-08 thing wrong-02 instead-of-91 take-01 function-01 simple-02 supremum take-01 function-01 step-01 string-entity fragments 0 leq s leq f }
B.371	possible-01 say-01 i string-entity eq norm times 𝑔 𝑓 abs times 𝑥 𝑔 𝑥 𝑓 amr-unknown
B.372	"multi-sentence progress-01 person name ""gauss"" have-degree-91 much so call-01 we string-entity times D-lsqb;&rsqb; 𝑖 ℤ integer thing name ""gaussian"" now work-01 string-entity ℤ great theory number contrast-01 study-01 ring string-entity SUB 𝒪 times D-lsqb;&rsqb; root 𝑑 2 ℚ have-degree-91 good-02 analyze-01 thing solve-01 equation string-entity eq 1 minus SUP 𝑥 2 times SUP 𝑦 2 𝑑 person name ""pell"" more now theory modern-02 number and know-01 person have-org-role-91 mathematics old possible-01 work-01 even"
B.373	"multi-sentence appreciate-02 or any hint-01 solve-01 great think-01 i thing standard-02 argue-01 arrive-01 cause-01 possible-01 apply-02 we this again over-and-over factor contradict-01 fact equal-01 string-entity 𝑏 string-entity eq 1 times interval$O-O$$ 𝑎 𝑏 𝑑 𝑐 𝑔 share-01 and monetary-quantity ""a$"" let-01 equal-01 string-entity eq divide 𝑎 𝑏 root 𝑛 2 string-entity eq 1 times interval$O-O$$ 𝑎 𝑏 𝑑 𝑐 𝑔 algebra some then understand-01 thing say-01 problem next explain-01 thing cause-01 fail-01 method this -"
B.374	find-01 polynomial equal-01 string-entity c times 𝑥 𝑃 times SUP 𝑥 2 𝑃 equal-01 string-entity times 𝑥 𝑃 all complex monic
B.375	"multi-sentence find-01 you thing solve-01 string-entity eq SUP 2 𝑛 plus 7 SUP 𝑥 2 integer all imperative contrast-01 do-02 i case-04 integer variable name ""n"" even lose-02 little now"
B.376	"multi-sentence string-entity limit SUB limit → 𝑛 infinity divide plus root 𝑛 2 … root 3 2 root 2 2 root 1 2 times root 𝑛 2 𝑛 have-trouble-04 i do-02 problem this contrast-01 attempt-01 i take-01 thing name ""riemann"" ""sum"" possible-01 get-05 pass-by-17 root-of 2 3 -"
B.377	amr-unknown string-entity minus SUP ℝ plus 1 𝑛 SUP ℝ 𝑛
B.378	equal-01 string-entity SUP minus 3 divide 2 2 string-entity root SUP minus 3 2 2 amr-unknown -
B.379	"multi-sentence cause-01 isomorphic string-entity SUB 𝑓 2 string-entity and in 𝐺 eq 𝑧 times 𝑦 SUB 𝑓 2 cause-01 amr-unknown string-entity and eq times 𝑥 compose SUB 𝑓 1 SUB 𝑓 2 eq 𝑧 eq times 𝑦 SUB 𝑓 1 times times 𝑥 SUB 𝑓 2 SUB 𝑓 1 string-entity and in 𝑆 ⟶ compose SUB 𝑓 1 SUB 𝑓 2 in L-2 SUB 𝑓 1 SUB 𝑓 2 𝑆 possible-01 show-01 one isomorphic mean-01 string-entity and in 𝑆 ⟶ SUP 𝑓 minus 1 string-entity ⟶ exists SUP 𝑓 minus 1 also and string-entity 𝑓 ""iii"" amr-unknown string-entity times 𝑑 𝑖 isomorphic string-entity and in 𝑆 ⟶ times 𝑑 𝑖"
B.380	"admit-02 thing name eq 0 times 𝑥 𝑓 ""eqx"" thing solve-01 2 thing name and eq 0 eq SUB SUP SUB int 0 𝜋 times d 𝑡 cos 𝑡 𝑡 𝑓 SUB SUP SUB int 0 𝜋 times d 𝑡 sin 𝑡 𝑡 𝑓 ""eqx"""
B.381	possible-01 count-01 string-entity times SUB 𝐴 𝑛 … SUB 𝐴 1 possible-01 count-01 string-entity L-3 SUB 𝐴 1 … SUB 𝐴 𝑛
B.382	possible-01 count-01 set function-01 equal-01 equal-01 string-entity eq S-4 SUB 𝐴 1 SUB 𝐴 2 SUB 𝐴 3 … times 𝑆 𝑆 equal-01 string-entity S-2 𝐓 𝐅
B.383	multi-sentence look-01 i prove-01 map-01 string-entity assign times 𝑧 SUB 𝑓 𝑎 divide minus 𝑧 𝑎 minus 1 times 𝑧 ¯ 𝑎 disk unit string-entity lt abs 𝑎 1 resort-01 principle maximum - elementary pedagogical thing argue-01 and string-entity times SUP 𝑒 times 𝑡 𝑖 SUB 𝑓 𝑎 usual at-least check-01 string-entity eq 1 abs times SUP 𝑒 times 𝑡 𝑖 SUB 𝑓 𝑎
B.384	"multi-sentence and take-01 i thing name ""mit6.006"" current come-across-21 problem this set and see-01 i notation such learn-01 mathematics variable name ""discrete"" before - ever like-02 know-01 and thing mean-01 thing work-09 thank-01 i you string-entity transcribe-01 thing screenshot-01 eq binomial 𝑛 2 times 𝑛 SUB 𝑓 3"
B.385	"multi-sentence want-01 i ask-01 truth-value possible-01 prove-01 we divide-02 element degree have-degree-91 large more element degree have-degree-91 small more - ever use-01 define-01 just this now possible-01 say-01 we and string-entity eq abs 𝑎 times 𝑎 𝜎 string-entity eq times 𝑏 𝜎 𝑎 𝜎 times times 𝑏 𝑎 𝜎 polynomial ""ii"" ring specific-02 element individual cause-01 possible-01 divide-02 element have-degree-91 small more element - above case-04 or great size product-of 2 equal-01 always"
B.386	prove-01 you equal-01 911 imperative
B.387	multi-sentence let-01 equal-01 string-entity in 𝑛 SUP ℤ plus exist-01 string-entity cause-01 equal-01 string-entity form-seq eq plus 𝑖 times 𝑘 5 𝑛 in 𝑖 S-5 0 1 2 3 4 in 𝑘 SUP SUB ℤ 0 plus have-03 we analyze-01 case-03 now
B.388	and cause-01 switch-01 i string-entity SUB 𝑅 2 string-entity SUB 𝑅 3 then have-03 string-entity D-lsqb;&rsqb; M-3x4 R 1 10 minus 6 1 R 1 𝑘 minus 1 2 R 2 minus 1 𝑘 5 contrast-01 and stick-01 then know-01 thing get-05 further any -
B.389	"multi-sentence and try-01 i find-01 formula general-02 series constant string-entity SUB SUP SUB sum eq 1 𝑖 𝑁 divide 𝑖 SUP plus 𝑟 1 𝑖 deduce-01 i formula sum string-entity divide minus SUP plus 𝑟 1 plus 1 𝑁 plus 𝑟 1 times 𝑁 𝑟 times SUP plus 𝑟 1 𝑁 SUP 𝑟 2 amr-unknown possible-01 explain-01 someone thing deal-01 it amr-unknown large very variable name ""n"""
B.390	multi-sentence define-01 you sequence new-01 string-entity SUB SUB 𝑡 in 𝑛 ℕ 𝑛 sequence string-entity assign SUB 𝑡 𝑛 divide plus SUB 𝑥 𝑛 … SUB 𝑥 2 SUB 𝑥 1 𝑛 imperative possible-01 show-01 i string-entity eq 𝜔 limit SUB limit → 𝑡 infinity SUB 𝑥 𝑛 string-entity eq 𝜔 limit SUB limit → 𝑛 infinity SUB 𝑡 𝑛 amr-unknown
B.391	show-01 you contrast-01 try-01 i use-01 equal-01 other - prove-01 one this stick-01 still case-04 equal-01 string-entity gt 𝑟 0 equal-01 string-entity leq times SUP abs plus 𝑌 𝑋 𝑟 𝔼 times plus times SUP abs 𝑌 𝑟 𝔼 times SUP abs 𝑋 𝑟 𝔼 SUB 𝑐 𝑟 constant give-01 string-entity each imperative
B.392	multi-sentence know-01 cause-01 work-01 i polynomial ring string-entity divide times D-lsqb;&rsqb; 𝑋 ℤ minus SUP 𝑋 𝑛 1 and allow-01 polynomial only degree at-most string-entity minus 𝑛 1 obligate-01 reduce-01 multiply-01 modulo string-entity minus SUP 𝑋 𝑛 1 and have-03 i polynomial string-entity times 𝑋 𝑓 want-01 compute-01 inverse modulo equal-01 string-entity equivalent rem 1 𝑝 times SUB 𝑓 𝑝 𝑓 and string-entity 𝑝 string-entity times 𝑋 SUB 𝑓 𝑝 possible-01 do-02 i that amr-unknown algorithm
B.393	"multi-sentence function string-entity ""f"" entire suppose-01 you string-entity leq abs times SUP 𝑧 2 𝑓 times abs times 𝑧 𝑓 2 constant variable all name ""c"" imperative contrast-01 try-01 i use-01 theorem person name ""liouville"" seem-01 helpful-04 -"
B.394	multi-sentence and show-01 i discontinuous rational all it believe-01 obligate-01 or use-01 define-01 continuity string-entity minus italic-ϵ 𝛿 use-01 continuity sequential show-01 continue-01 function-01 and split-01 i attempt-01 case-04 rational value-01 we string-entity 𝑥 - 2 want-01 rational use-01 string-entity form-seq gt forall italic-ϵ 0 form-seq gt exists 𝛿 0 and lt italic-ϵ implies abs minus times 𝑥 𝑓 times 𝑎 𝑓 lt abs minus 𝑥 𝑎 𝛿 here - rational use-01 i string-entity eq 0 times 𝑥 𝑓 -
B.395	multi-sentence contrast-01 equal-01 string-entity $##$ 𝑓 → 𝑉 𝑊 string-entity 𝐾 equal-01 string-entity in L-2 𝑎 𝑏 𝑉 string-entity in 𝑘 𝐾 glad-02 have-03 i and example easy-05 some intuition thing cause-01 obligate-01 we check-01 condition both have-03 understand-01 linear keep-01 structure project-01 string-entity 𝑓 function-01 visual cause-01 amr-unknown
B.396	multi-sentence have-03 i be-from-91 string-entity L-4 SUB 𝑥 1 SUB 𝑥 2 … SUB 𝑥 𝑛 string-entity have-03 function and string-entity and leq 𝜃 leq 0 𝑥 string-entity eq 0 times 𝑥 SUB 𝑓 𝑋 string-entity eq divide times 𝑥 2 SUP 𝜃 2 times 𝑥 SUB 𝑓 𝑋 density 𝑋 correct-02 this amr-unknown obligate-01 i determine-01 thing equal-01 equal-01 string-entity SUP 𝜃 times string-entity 𝜃 do-02 it
B.397	"multi-sentence contrast-01 think-01 i see-01 everything see-01 identity mean-01 string-entity eq minus divide 1 12 plus ⋯ 4 3 2 1 attribute-01 person name ""ramanujan"" this date-entity night yesterday see-01 i prove-01 correct-02 seem-01 then cause-01 and believe-01 i it all-right crazy-03 have-degree-91 more have-03 infinity size-01 differ-02 hey expressive - have-03 close-01 fact that some final"
B.398	multi-sentence differiable value-01 limit-01 derivative function continue-01 point that amr-unknown contrast-01 seem-01 cause-01 suspect-01 i wrong-04 intuition locate-01 theorem such have-condition-91 that and intuitive approach-01 slope tangent value-01 same-01 possible-01 cause-01 appear-02 recommend-01 slope point that string-entity 𝐿 too discontinuity jump-03 -
B.399	multi-sentence prove-01 you set count-01 possible-01 string-entity 𝐴 imperative form string-entity cause-01 and string-entity lt 𝑎 𝑏 string-entity lt 𝑐 𝑑 rectangle align-01 axis eq conditional-set in L-2 𝑥 𝑦 SUP ℝ 2 form-seq and leq 𝑏 leq 𝑎 𝑥 and leq 𝑑 leq 𝑐 𝑦 𝑀 string-entity L-4 𝑎 𝑏 𝑐 𝑑 attempt-01 i try-01 use-01 density string-entity ℚ string-entity interval$O-O$$ ℝ leq succeed-01 any -
B.400	"multi-sentence show-01 thing even name ""symbolab"" simplify-01 same-01 - understand-01 i string-entity SUP divide 1 SUP 2 2 minus 𝑛 2 resemble-01 thing question-01 previous -"
